,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,title,writer,isbn,page_num,pub_year,rating,image_url,genres
8722,8722,8722,8722,BEFORE WE MET,LUCIE WHITEHOUSE,1620402750,122,2014.0,3.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1369569396M/17978144.JPG,SCIENCEFICTION
8723,8723,8723,8723,WAITER RANT: THANKS FOR THE TIP-CONFESSIONS OF A CYNICAL WAITER,"THE WAITER, STEVE DUBLANICA",61256684,130,2008.0,3.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,HISTORY
8724,8724,8724,8724,"TWO RAVENS AND ONE CROW (THE IRON DRUID CHRONICLES, #4.5)",KEVIN HEARNE,385366434,111,2012.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1344336650M/15728721.JPG,TRAVEL
8725,8725,8725,8725,THE BLACK ARROW,ROBERT LOUIS STEVENSON,543896609,554,1888.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1328014614M/296264.JPG,SCIENCEFICTION
8726,8726,8726,8726,"DEAD OR ALIVE (JACK RYAN UNIVERSE, #13)","TOM CLANCY, GRANT BLACKWOOD",399157239,162,2010.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,CLASSIC
8727,8727,8727,8727,"FALLEN HEARTS (CASTEEL, #3)",V.C. ANDREWS,671729403,138,1984.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCE
8728,8728,8728,8728,"DRAGON PRINCE (DRAGON PRINCE, #1)",MELANIE RAWN,756403014,116,1985.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1309210730M/185289.JPG,CRIME
8729,8729,8729,8729,"THE BURNING WIRE (LINCOLN RHYME, #9)",JEFFERY DEAVER,1439156336,152,2010.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1441925165M/7099389.JPG,YOUNGADULT
8730,8730,8730,8730,"RIVER, CROSS MY HEART",BREENA CLARKE,316899984,119,1999.0,3.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1344268600M/166101.JPG,TRAVEL
8731,8731,8731,8731,LIES WOMEN BELIEVE: AND THE TRUTH THAT SETS THEM FREE,"NANCY LEIGH DEMOSS, ELISABETH ELLIOT",802472966,115,2000.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1328823111M/109499.JPG,TEXTBOOK
8732,8732,8732,8732,TO BUILD A FIRE,JACK LONDON,968709184,178,1903.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,PHILOSOPHY
8733,8733,8733,8733,"INVASION OF THE BOY SNATCHERS (THE CLIQUE, #4)",LISI HARRISON,316701343,120,2005.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,YOUNGADULT
8734,8734,8734,8734,THE 158-POUND MARRIAGE,JOHN IRVING,345417968,147,1974.0,3.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,HORROR
8735,8735,8735,8735,FREE: THE FUTURE OF A RADICAL PRICE,CHRIS ANDERSON,1401322905,144,2009.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCE
8736,8736,8736,8736,PALESTINE,"JOE SACCO, EDWARD SAID",156097432X,133,1996.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327884409M/769712.JPG,SCIENCE
8737,8737,8737,8737,DEAR THEO,"VINCENT VAN GOGH, IRVING STONE, JEAN   STONE",452275040,172,1937.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCE
8738,8738,8738,8738,ONE HUNDRED NAMES,CECELIA AHERN,7350481,150,2012.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1421928433M/15732712.JPG,HORROR
8739,8739,8739,8739,"GOOD WIVES (LITTLE WOMEN, #1.5)",LOUISA MAY ALCOTT,1419122126,299,1868.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1282713827M/78960.JPG,HISTORY
8740,8740,8740,8740,THE GHOST BRIDE,YANGSZE CHOO,62227327,126,2013.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1356671808M/16248223.JPG,TRAVEL
8741,8741,8741,8741,STAR WARS - EPISODE I: THE PHANTOM MENACE,"TERRY BROOKS, GEORGE LUCAS",99409968,171,1999.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,TEXTBOOK
8742,8742,8742,8742,"AVATAR: THE LAST AIRBENDER (THE PROMISE, #2)","GENE LUEN YANG, MICHAEL DANTE DIMARTINO, GURIHIRU, BRYAN KONIETZKO",1595828753,106,2012.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1335027722M/13096848.JPG,BIOGRAPHY
8743,8743,8743,8743,THE PACT,KARINA HALLE,,114,2014.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1418886372M/23844390.JPG,YOUNGADULT
8744,8744,8744,8744,"GIRLS IN LOVE (GIRLS, #1)",JACQUELINE WILSON,552551317,148,1997.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1438919442M/266765.JPG,BIOGRAPHY
8745,8745,8745,8745,LITTLE BEAR'S FRIEND,"ELSE HOLMELUND MINARIK, MAURICE SENDAK",64440516,121,1960.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,PHILOSOPHY
8746,8746,8746,8746,THE CREATIVE HABIT: LEARN IT AND USE IT FOR LIFE,TWYLA THARP,743235274,112,2003.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1477230182M/254799.JPG,SCIENCE
8747,8747,8747,8747,رأيت رام الله,"MOURID BARGHOUTI, مريد البرغوثي",,127,1997.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,TEXTBOOK
8748,8748,8748,8748,"A BEAUTIFUL DARK (A BEAUTIFUL DARK, #1)",JOCELYN DAVIES,61990655,109,2011.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327916579M/10429025.JPG,CRIME
8749,8749,8749,8749,"LADY OF AVALON (AVALON, #3)","MARION ZIMMER BRADLEY, DIANA L. PAXSON",788720392,154,1996.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,CLASSIC
8750,8750,8750,8750,"THREAT VECTOR (JACK RYAN UNIVERSE, #15)","TOM CLANCY, MARK GREANEY",399160450,147,2012.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1352225908M/15985392.JPG,HISTORY
8751,8751,8751,8751,MILES: THE AUTOBIOGRAPHY,"MILES DAVIS, QUINCY TROUPE",671725823,136,1989.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,TEXTBOOK
8752,8752,8752,8752,"THE CASTLE IN THE ATTIC (THE CASTLE IN THE ATTIC, #1)",ELIZABETH WINTHROP,440409411,128,1985.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1178654581M/816752.JPG,HISTORY
8753,8753,8753,8753,DOES THE NOISE IN MY HEAD BOTHER YOU?,STEVEN TYLER,61767891,126,2011.0,3.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1400065793M/6303704.JPG,BIOGRAPHY
8754,8754,8754,8754,"THE SWORN SWORD (THE TALES OF DUNK AND EGG, #2)",GEORGE R.R. MARTIN,,115,2003.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1397654143M/11985631.JPG,BIOGRAPHY
8755,8755,8755,8755,"THE BROKEN WINDOW (LINCOLN RHYME, #8)",JEFFERY DEAVER,1416549978,172,2008.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCE
8756,8756,8756,8756,THE COMPLETE WORKS OF H.P. LOVECRAFT,H.P. LOVECRAFT,,119,1978.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327886768M/11851522.JPG,TRAVEL
8757,8757,8757,8757,"BEAUTIFUL SECRET (BEAUTIFUL BASTARD, #4)",CHRISTINA LAUREN,1476778019,132,2015.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1416624825M/22431039.JPG,SCIENCEFICTION
8758,8758,8758,8758,"DUST (KAY SCARPETTA, #21)",PATRICIA CORNWELL,399157573,134,2013.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1376882052M/17707654.JPG,TEXTBOOK
8759,8759,8759,8759,THE THREE SISTERS,ANTON CHEKHOV,486275442,273,1900.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1416873197M/143513.JPG,PHILOSOPHY
8760,8760,8760,8760,"EVIL STAR (THE GATEKEEPERS, #2)",ANTHONY HOROWITZ,439679966,153,2006.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,HORROR
8761,8761,8761,8761,"YOU WERE MINE (ROSEMARY BEACH, #9)",ABBI GLINES,1476776075,121,2014.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1402067293M/21411887.JPG,CRIME
8762,8762,8762,8762,FULL TILT (FULL #2),"JANET EVANOVICH, CHARLOTTE HUGHES",031298328X,121,2002.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1479699860M/40313.JPG,SCIENCEFICTION
8763,8763,8763,8763,BEAT THE REAPER (PETER BROWN #1),JOSH BAZELL,316032220,162,2008.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1316092271M/3173125.JPG,YOUNGADULT
8764,8764,8764,8764,NANTUCKET NIGHTS,ELIN HILDERBRAND,312989768,112,2002.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1317065229M/284195.JPG,SCIENCEFICTION
8765,8765,8765,8765,"THE MACHINE CRUSADE (LEGENDS OF DUNE, #2)","BRIAN HERBERT, KEVIN J. ANDERSON",076534078X,137,2002.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1412547890M/99218.JPG,YOUNGADULT
8766,8766,8766,8766,"OGRE, OGRE (XANTH #5)",PIERS ANTHONY,345418530,124,1982.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1350835009M/99452.JPG,SCIENCEFICTION
8767,8767,8767,8767,THE ANNOTATED SHERLOCK HOLMES: THE FOUR NOVELS AND THE FIFTY-SIX SHORT STORIES COMPLETE (2 VOLUME SET),"ARTHUR CONAN DOYLE, WILLIAM S. BARING-GOULD",517502917,105,1967.0,5.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,TRAVEL
8768,8768,8768,8768,"DEVIL'S GAME (REAPERS MC, #3)",JOANNA WYLDE,425272354,115,2014.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1433115819M/18693621.JPG,YOUNGADULT
8769,8769,8769,8769,"THE KEEPING (LAW OF THE LYCANS, #3)",NICKY CHARLES,,108,2010.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCEFICTION
8770,8770,8770,8770,THERE'S A NIGHTMARE IN MY CLOSET,MERCER MAYER,140547126,118,1968.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,BIOGRAPHY
8771,8771,8771,8771,"FLESH AND BLOOD (KAY SCARPETTA, #22)",PATRICIA CORNWELL,62325345,155,2014.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1403704254M/20768868.JPG,TRAVEL
8772,8772,8772,8772,BREAKING FREE: DISCOVER THE VICTORY OF TOTAL SURRENDER,BETH MOORE,805445528,118,1999.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,HISTORY
8773,8773,8773,8773,WHERE'S SPOT?,ERIC HILL,140504206,152,1980.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,HISTORY
8774,8774,8774,8774,COCKY BASTARD,"PENELOPE WARD, VI KEELAND",1515303942,113,2015.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1436524506M/25772000.JPG,HISTORY
8775,8775,8775,8775,"OUT TO CANAAN (MITFORD YEARS, #4)",JAN KARON,143035061,129,1997.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,TEXTBOOK
8776,8776,8776,8776,"THE DANGEROUS DAYS OF DANIEL X (DANIEL X, #1)","JAMES PATTERSON, MICHAEL LEDWIDGE",316002925,142,2007.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1266659390M/2235597.JPG,SCIENCE
8777,8777,8777,8777,"THE HIDDEN CHILD (PATRIK HEDSTRÖM, #5)","CAMILLA LÄCKBERG, TIINA NUNNALLY",000741949X,186,2007.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,BIOGRAPHY
8778,8778,8778,8778,WAITING TO EXHALE (WAITING TO EXHALE #1),TERRY MCMILLAN,451217454,145,1992.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1309282766M/122212.JPG,PHILOSOPHY
8779,8779,8779,8779,PROM AND PREJUDICE,ELIZABETH EULBERG,545240778,110,2011.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1281991654M/8369681.JPG,BIOGRAPHY
8780,8780,8780,8780,STRIP TEASE,CARL HIAASEN,044669567X,141,1993.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,YOUNGADULT
8781,8781,8781,8781,STRANGE PILGRIMS,GABRIEL GARCÍA MÁRQUEZ,1400034698,240,1992.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1411334612M/22175.JPG,HORROR
8782,8782,8782,8782,"JEDI SEARCH (STAR WARS: THE JEDI ACADEMY TRILOGY, #1)",KEVIN J. ANDERSON,553297988,125,1994.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327958212M/760110.JPG,SCIENCE
8783,8783,8783,8783,"SHOWDOWN (PARADISE, #1)",TED DEKKER,1595541810,118,2005.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1329547365M/456057.JPG,TEXTBOOK
8784,8784,8784,8784,"THANKLESS IN DEATH (IN DEATH, #37)",J.D. ROBB,399164421,134,2013.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1371102498M/16299341.JPG,CRIME
8785,8785,8785,8785,CALL FOR THE DEAD,JOHN LE CARRÉ,743431677,226,1961.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,TRAVEL
8786,8786,8786,8786,"MARLFOX (REDWALL, #11)",BRIAN JACQUES,142501085,126,1998.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1311702426M/7999.JPG,SCIENCE
8787,8787,8787,8787,SNOW COUNTRY,"YASUNARI KAWABATA, EDWARD G. SEIDENSTICKER",679761047,215,1937.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1474272606M/14028.JPG,CLASSIC
8788,8788,8788,8788,GETTING STONED WITH SAVAGES: A TRIP THROUGH THE ISLANDS OF FIJI AND VANUATU,J. MAARTEN TROOST,767921992,116,2006.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320524119M/122574.JPG,HORROR
8789,8789,8789,8789,"CHROMOSOME 6 (JACK STAPLETON & LAURIE MONTGOMERY, #3)",ROBIN COOK,425161242,149,1997.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1290140777M/66470.JPG,HORROR
8790,8790,8790,8790,BIG TROUBLE,DAVE BARRY,425178102,142,1999.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1429999879M/893731.JPG,SCIENCE
8791,8791,8791,8791,THE HOUSE OF THE DEAD,"FYODOR DOSTOYEVSKY, ERGIN ALTAY",486434095,413,1861.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327908745M/17877.JPG,YOUNGADULT
8792,8792,8792,8792,"A TOTAL WASTE OF MAKEUP (CHARLIZE EDWARDS, #1)",KIM GRUENENFELDER,031234872X,113,2005.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,BIOGRAPHY
8793,8793,8793,8793,"ONCE (ONCE, #1)",MORRIS GLEITZMAN,014132063X,131,2005.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,TEXTBOOK
8794,8794,8794,8794,"BECAUSE I'M WORTH IT (GOSSIP GIRL, #4)",CECILY VON ZIEGESAR,316909688,139,2003.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,PHILOSOPHY
8795,8795,8795,8795,"DEADLINE (VIRGIL FLOWERS, #8)",JOHN SANDFORD,399162372,116,2014.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1396837852M/20820995.JPG,YOUNGADULT
8796,8796,8796,8796,"STUNNING (PRETTY LITTLE LIARS, #11)",SARA SHEPARD,62081896,114,2012.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320516289M/9893355.JPG,CLASSIC
8797,8797,8797,8797,THE HOWLING,GARY BRANDNER,449138240,114,1977.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1285664467M/481462.JPG,HISTORY
8798,8798,8798,8798,SIGN OF THE UNICORN (THE CHRONICLES OF AMBER #3),ROGER ZELAZNY,380008319,152,1975.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1368213756M/239917.JPG,YOUNGADULT
8799,8799,8799,8799,SCAT,CARL HIAASEN,375834869,124,2009.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1293763551M/3276072.JPG,YOUNGADULT
8800,8800,8800,8800,LIFE AFTER GOD,DOUGLAS COUPLAND,743231511,129,1994.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,CRIME
8801,8801,8801,8801,THE CITY OF FALLING ANGELS,JOHN BERENDT,143036939,151,2005.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,HISTORY
8802,8802,8802,8802,AFTERWARDS,ROSAMUND LUPTON,307716546,146,2011.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1330957613M/12598982.JPG,CLASSIC
8803,8803,8803,8803,AUTUMN IN PARIS,ILANA TAN,9792230300,102,2007.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1409579772M/1667423.JPG,YOUNGADULT
8804,8804,8804,8804,HOT WATER MUSIC,CHARLES BUKOWSKI,876855966,154,1983.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1428126071M/50453.JPG,HORROR
8805,8805,8805,8805,"WARLOCK (ANCIENT EGYPT, #3)",WILBUR SMITH,312980388,171,1995.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,HISTORY
8806,8806,8806,8806,WHAT I KNOW FOR SURE,OPRAH WINFREY,1250054052,141,2014.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1400988917M/21531503.JPG,CLASSIC
8807,8807,8807,8807,"WISDOM (MY BLOOD APPROVES, #4)",AMANDA HOCKING,,127,2010.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1282281680M/8575295.JPG,SCIENCEFICTION
8808,8808,8808,8808,THE TESTAMENT OF MARY,COLM TÓIBÍN,1451688385,148,2012.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1339797728M/13547234.JPG,YOUNGADULT
8809,8809,8809,8809,"DEFY (DEFY, #1)",SARA B. LARSON,,109,2014.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1371226819M/17406847.JPG,BIOGRAPHY
8810,8810,8810,8810,"STANDING IN THE RAINBOW (ELMWOOD SPRINGS, #2)",FANNIE FLAGG,345452887,129,1998.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1304980220M/31493.JPG,SCIENCEFICTION
8811,8811,8811,8811,MAITREYI,MIRCEA ELIADE,9735004100,130,1933.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1303896468M/817199.JPG,TEXTBOOK
8812,8812,8812,8812,THE MISREMEMBERED MAN (TAILORSTOWN #1),CHRISTINA MCKENNA,,109,2008.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327875304M/13051316.JPG,HORROR
8813,8813,8813,8813,CARTER BEATS THE DEVIL,GLEN DAVID GOLD,786886323,136,2001.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,BIOGRAPHY
8814,8814,8814,8814,STORY OF THE EYE,"GEORGES BATAILLE, JOACHIM NEUGROSCHEL, DOVID BERGELSON",872862097,158,1928.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1490682356M/436806.JPG,SCIENCE
8815,8815,8815,8815,"KNIT TWO (FRIDAY NIGHT KNITTING CLUB, #2)",KATE JACOBS,039915583X,139,2007.0,3.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,HORROR
8816,8816,8816,8816,IN THE NIGHT KITCHEN,MAURICE SENDAK,99417472,127,1970.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327934189M/95144.JPG,BIOGRAPHY
8817,8817,8817,8817,"WILL YOU PLEASE BE QUIET, PLEASE?",RAYMOND CARVER,99449897,155,1976.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1360355821M/11446.JPG,SCIENCE
8818,8818,8818,8818,THE SELECTED POETRY OF RAINER MARIA RILKE,"RAINER MARIA RILKE, STEPHEN MITCHELL, ROBERT HASS",679722017,111,1976.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1343101334M/46201.JPG,TEXTBOOK
8819,8819,8819,8819,"ETERNAL RIDER (LORDS OF DELIVERANCE, #1, DEMONICA, #6)",LARISSA IONE,044657449X,123,2011.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1305020644M/8843801.JPG,SCIENCE
8820,8820,8820,8820,THE STORY OF A SHIPWRECKED SAILOR,"GABRIEL GARCÍA MÁRQUEZ, RANDOLPH HOGAN",,215,1970.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1450711004M/105189.JPG,YOUNGADULT
8821,8821,8821,8821,"CONCEALED IN DEATH (IN DEATH, #38)",J.D. ROBB,039916443X,136,2014.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1457447121M/18079757.JPG,CRIME
8822,8822,8822,8822,"WOMEN'S BODIES, WOMEN'S WISDOM: CREATING PHYSICAL AND EMOTIONAL HEALTH AND HEALING",CHRISTIANE NORTHRUP,553384104,140,1994.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320512401M/131830.JPG,BIOGRAPHY
8823,8823,8823,8823,"MIND PREY (LUCAS DAVENPORT, #7)",JOHN SANDFORD,425152898,130,1995.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,HISTORY
8824,8824,8824,8824,THE COLOR OF SECRETS,LINDSAY ASHFORD,,110,2015.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1424234214M/24961531.JPG,CRIME
8825,8825,8825,8825,"PLANETARY, VOLUME 1: ALL OVER THE WORLD AND OTHER STORIES","WARREN ELLIS, JOHN CASSADAY",1563897776,110,2000.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1374683466M/209966.JPG,PHILOSOPHY
8826,8826,8826,8826,"STOLEN SONGBIRD (THE MALEDICTION TRILOGY, #1)",DANIELLE L. JENSEN,1908844965,116,2014.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1386265289M/17926775.JPG,PHILOSOPHY
8827,8827,8827,8827,MOST TALKATIVE: STORIES FROM THE FRONT LINES OF POP CULTURE,ANDY COHEN,805095837,108,2012.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1335383485M/13167847.JPG,SCIENCE
8828,8828,8828,8828,"THE GREEN MILE, PART 2: THE MOUSE ON THE MILE",STEPHEN KING,451190521,125,1996.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,TRAVEL
8829,8829,8829,8829,A CRY IN THE NIGHT,MARY HIGGINS CLARK,743484355,167,1982.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,CRIME
8830,8830,8830,8830,ASSATA: AN AUTOBIOGRAPHY,"ASSATA SHAKUR, ANGELA Y. DAVIS, LENNOX S. HINDS",1556520743,120,1987.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1328857268M/100322.JPG,SCIENCE
8831,8831,8831,8831,"DAYS OF MAGIC, NIGHTS OF WAR (ABARAT, #2)",CLIVE BARKER,60596384,144,2004.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,HISTORY
